1{'age_gps_data': '0.50', 'easting': 2279607.0956550227, 'latd': 44.56740323166667, 'lat_direction': 'N', 'timestamp': '231441.00', 'lond': 123.27509206833334, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055241', 'antenna_altitude': '51.239', 'geo_sep': '', 'latitude': '4434.0441939', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103877.59536806215}
1{'age_gps_data': '0.73', 'easting': 2279607.6659534937, 'latd': 44.567411631666666, 'lat_direction': 'N', 'timestamp': '231920.00', 'lond': 123.27508528833333, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051173', 'antenna_altitude': '51.099', 'geo_sep': '', 'latitude': '4434.0446979', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50971063692}
2{'age_gps_data': '', 'easting': 2279607.004179047, 'latd': 44.56738193, 'lat_direction': 'N', 'timestamp': '231922.00', 'lond': 123.27509219666666, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5055318', 'antenna_altitude': '58.124', 'geo_sep': '', 'latitude': '4434.0429158', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.23012242652}
3{'age_gps_data': '', 'easting': 2279609.395698226, 'latd': 44.5674149, 'lat_direction': 'N', 'timestamp': '231922.00', 'lond': 123.27506365666666, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5038194', 'antenna_altitude': '49.705', 'geo_sep': '', 'latitude': '4434.0448940', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103878.81365651265}
1{'age_gps_data': '0.44', 'easting': 2279607.6659725737, 'latd': 44.56741163666667, 'lat_direction': 'N', 'timestamp': '231921.00', 'lond': 123.27508528833333, 'gps_qual': '2', 'ref_station_id': '0244*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051173', 'antenna_altitude': '51.111', 'geo_sep': '', 'latitude': '4434.0446982', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.51026589889}
2{'age_gps_data': '', 'easting': 2279607.067724104, 'latd': 44.567382216666665, 'lat_direction': 'N', 'timestamp': '231923.00', 'lond': 123.27509141, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5054846', 'antenna_altitude': '58.162', 'geo_sep': '', 'latitude': '4434.0429330', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103875.25981139392}
1{'age_gps_data': '0.32', 'easting': 2279607.6622475167, 'latd': 44.567411596666666, 'lat_direction': 'N', 'timestamp': '231922.00', 'lond': 123.27508533333334, 'gps_qual': '2', 'ref_station_id': '0244*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5051200', 'antenna_altitude': '51.097', 'geo_sep': '', 'latitude': '4434.0446958', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.50594656914}
3{'age_gps_data': '', 'easting': 2279611.990714137, 'latd': 44.56742464, 'lat_direction': 'N', 'timestamp': '231923.00', 'lond': 123.27503143666667, 'gps_qual': '1', 'ref_station_id': '*0B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018862', 'antenna_altitude': '57.084', 'geo_sep': '', 'latitude': '4434.0454784', 'num_sats': '09', 'horizontal_dil': '1.1', 'altitude_units': 'M', 'northing': 103879.8074115403}
2{'age_gps_data': '0.15', 'easting': 2279608.3273643916, 'latd': 44.567411211666666, 'lat_direction': 'N', 'timestamp': '231924.00', 'lond': 123.27507693666666, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5046162', 'antenna_altitude': '50.813', 'geo_sep': '', 'latitude': '4434.0446727', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.44028596953}
3{'age_gps_data': '', 'easting': 2279608.4205950247, 'latd': 44.56741230833333, 'lat_direction': 'N', 'timestamp': '231924.00', 'lond': 123.275075815, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5045489', 'antenna_altitude': '45.493', 'geo_sep': '', 'latitude': '4434.0447385', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.55901332665}
1{'age_gps_data': '0.59', 'easting': 2279607.697816294, 'latd': 44.56741183333333, 'lat_direction': 'N', 'timestamp': '231923.00', 'lond': 123.27508489666667, 'gps_qual': '2', 'ref_station_id': '0244*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5050938', 'antenna_altitude': '51.085', 'geo_sep': '', 'latitude': '4434.0447100', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.53103771154}
2{'age_gps_data': '0.60', 'easting': 2279609.002904983, 'latd': 44.567414078333336, 'lat_direction': 'N', 'timestamp': '231925.00', 'lond': 123.275068565, 'gps_qual': '2', 'ref_station_id': '0244*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5041139', 'antenna_altitude': '50.818', 'geo_sep': '', 'latitude': '4434.0448447', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.73579818569}
3{'age_gps_data': '', 'easting': 2279609.1310454225, 'latd': 44.56741530833333, 'lat_direction': 'N', 'timestamp': '231925.00', 'lond': 123.27506701, 'gps_qual': '1', 'ref_station_id': '*0C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5040206', 'antenna_altitude': '45.389', 'geo_sep': '', 'latitude': '4434.0449185', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.8681504121}
1{'age_gps_data': '0.71', 'easting': 2279608.223655554, 'latd': 44.567414165, 'lat_direction': 'N', 'timestamp': '231924.00', 'lond': 123.275078385, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5047031', 'antenna_altitude': '51.086', 'geo_sep': '', 'latitude': '4434.0448499', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.77221091278}
2{'age_gps_data': '0.63', 'easting': 2279609.5243288516, 'latd': 44.567415565, 'lat_direction': 'N', 'timestamp': '231926.00', 'lond': 123.27506206833333, 'gps_qual': '2', 'ref_station_id': '0244*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5037241', 'antenna_altitude': '50.886', 'geo_sep': '', 'latitude': '4434.0449339', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.88317335024}
1{'age_gps_data': '0.46', 'easting': 2279608.8863618867, 'latd': 44.567417031666665, 'lat_direction': 'N', 'timestamp': '231925.00', 'lond': 123.275070175, 'gps_qual': '2', 'ref_station_id': '0244*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5042105', 'antenna_altitude': '51.075', 'geo_sep': '', 'latitude': '4434.0450219', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103879.06816413347}
3{'age_gps_data': '', 'easting': 2279609.6907567303, 'latd': 44.56741712, 'lat_direction': 'N', 'timestamp': '231926.00', 'lond': 123.27506004666667, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5036028', 'antenna_altitude': '45.313', 'geo_sep': '', 'latitude': '4434.0450272', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.05034450814}
2{'age_gps_data': '0.35', 'easting': 2279609.7167062205, 'latd': 44.56741546, 'lat_direction': 'N', 'timestamp': '231927.00', 'lond': 123.27505964, 'gps_qual': '2', 'ref_station_id': '0244*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5035784', 'antenna_altitude': '50.864', 'geo_sep': '', 'latitude': '4434.0449276', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.86488859914}
3{'age_gps_data': '', 'easting': 2279609.840588239, 'latd': 44.567417065, 'lat_direction': 'N', 'timestamp': '231927.00', 'lond': 123.27505815666666, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5034894', 'antenna_altitude': '45.298', 'geo_sep': '', 'latitude': '4434.0450239', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.03908089176}
1{'age_gps_data': '0.67', 'easting': 2279609.41780938, 'latd': 44.56741885666667, 'lat_direction': 'N', 'timestamp': '231926.00', 'lond': 123.27506356833334, 'gps_qual': '2', 'ref_station_id': '0244*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5038141', 'antenna_altitude': '51.003', 'geo_sep': '', 'latitude': '4434.0451314', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103879.25281186216}
2{'age_gps_data': '0.64', 'easting': 2279609.721632126, 'latd': 44.56741383833333, 'lat_direction': 'N', 'timestamp': '231928.00', 'lond': 123.2750595, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5035700', 'antenna_altitude': '51.139', 'geo_sep': '', 'latitude': '4434.0448303', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.68441713136}
3{'age_gps_data': '', 'easting': 2279609.683500811, 'latd': 44.567417715, 'lat_direction': 'N', 'timestamp': '231928.00', 'lond': 123.27506016666666, 'gps_qual': '1', 'ref_station_id': '*09\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5036100', 'antenna_altitude': '45.326', 'geo_sep': '', 'latitude': '4434.0450629', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.11674788408}
1{'age_gps_data': '0.39', 'easting': 2279609.6600543694, 'latd': 44.56741854, 'lat_direction': 'N', 'timestamp': '231927.00', 'lond': 123.27506050166667, 'gps_qual': '2', 'ref_station_id': '0244*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5036301', 'antenna_altitude': '50.944', 'geo_sep': '', 'latitude': '4434.0451124', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103879.20927975327}
2{'age_gps_data': '0.75', 'easting': 2279610.0100040594, 'latd': 44.56741018, 'lat_direction': 'N', 'timestamp': '231929.00', 'lond': 123.27505569166667, 'gps_qual': '2', 'ref_station_id': '0244*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5033415', 'antenna_altitude': '51.136', 'geo_sep': '', 'latitude': '4434.0446108', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.2677625902}
1{'age_gps_data': '', 'easting': 2279611.951523198, 'latd': 44.567473938333336, 'lat_direction': 'N', 'timestamp': '231928.00', 'lond': 123.2750343, 'gps_qual': '1', 'ref_station_id': '*0D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5020580', 'antenna_altitude': '46.033', 'geo_sep': '', 'latitude': '4434.0484363', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103885.2899080487}
3{'age_gps_data': '', 'easting': 2279610.0151020717, 'latd': 44.56741356166667, 'lat_direction': 'N', 'timestamp': '231929.00', 'lond': 123.27505579, 'gps_qual': '1', 'ref_station_id': '*08\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5033474', 'antenna_altitude': '45.335', 'geo_sep': '', 'latitude': '4434.0448137', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.64357216842}
2{'age_gps_data': '0.45', 'easting': 2279610.152480834, 'latd': 44.56740830166667, 'lat_direction': 'N', 'timestamp': '231930.00', 'lond': 123.27505380666666, 'gps_qual': '2', 'ref_station_id': '0244*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032284', 'antenna_altitude': '51.060', 'geo_sep': '', 'latitude': '4434.0444981', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.0540275434}
3{'age_gps_data': '', 'easting': 2279610.3228277075, 'latd': 44.56741091833333, 'lat_direction': 'N', 'timestamp': '231930.00', 'lond': 123.27505178666667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031072', 'antenna_altitude': '45.290', 'geo_sep': '', 'latitude': '4434.0446551', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.3391036233}
1{'age_gps_data': '', 'easting': 2279612.213868481, 'latd': 44.567471018333336, 'lat_direction': 'N', 'timestamp': '231929.00', 'lond': 123.275030855, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018513', 'antenna_altitude': '46.018', 'geo_sep': '', 'latitude': '4434.0482611', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103884.95623823535}
2{'age_gps_data': '0.64', 'easting': 2279610.162100056, 'latd': 44.56740843, 'lat_direction': 'N', 'timestamp': '231931.00', 'lond': 123.27505369166667, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032215', 'antenna_altitude': '51.005', 'geo_sep': '', 'latitude': '4434.0445058', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.06796552707}
3{'age_gps_data': '', 'easting': 2279610.2995651723, 'latd': 44.567410716666664, 'lat_direction': 'N', 'timestamp': '231931.00', 'lond': 123.27505207, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031242', 'antenna_altitude': '45.284', 'geo_sep': '', 'latitude': '4434.0446430', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.31748101395}
1{'age_gps_data': '', 'easting': 2279612.203375972, 'latd': 44.567469898333336, 'lat_direction': 'N', 'timestamp': '231930.00', 'lond': 123.27503093333333, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018560', 'antenna_altitude': '46.036', 'geo_sep': '', 'latitude': '4434.0481939', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103884.83207351621}
2{'age_gps_data': '0.75', 'easting': 2279610.123443721, 'latd': 44.56740800833333, 'lat_direction': 'N', 'timestamp': '231932.00', 'lond': 123.27505415833333, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032495', 'antenna_altitude': '51.110', 'geo_sep': '', 'latitude': '4434.0444805', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.02241156064}
3{'age_gps_data': '', 'easting': 2279610.2748053046, 'latd': 44.5674104, 'lat_direction': 'N', 'timestamp': '231932.00', 'lond': 123.27505236666667, 'gps_qual': '1', 'ref_station_id': '*04\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031420', 'antenna_altitude': '45.287', 'geo_sep': '', 'latitude': '4434.0446240', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.28312377911}
1{'age_gps_data': '', 'easting': 2279612.1914821533, 'latd': 44.56746959, 'lat_direction': 'N', 'timestamp': '231931.00', 'lond': 123.27503106833333, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018641', 'antenna_altitude': '46.040', 'geo_sep': '', 'latitude': '4434.0481754', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103884.79820070323}
2{'age_gps_data': '0.45', 'easting': 2279610.146768609, 'latd': 44.567408191666665, 'lat_direction': 'N', 'timestamp': '231933.00', 'lond': 123.27505387333333, 'gps_qual': '2', 'ref_station_id': '0244*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032324', 'antenna_altitude': '50.986', 'geo_sep': '', 'latitude': '4434.0444915', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.0419936683}
3{'age_gps_data': '', 'easting': 2279610.2528848434, 'latd': 44.567410376666665, 'lat_direction': 'N', 'timestamp': '231933.00', 'lond': 123.27505264166666, 'gps_qual': '1', 'ref_station_id': '*07\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031585', 'antenna_altitude': '45.364', 'geo_sep': '', 'latitude': '4434.0446226', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.28128273692}
1{'age_gps_data': '', 'easting': 2279612.177673621, 'latd': 44.5674693, 'lat_direction': 'N', 'timestamp': '231932.00', 'lond': 123.27503122833333, 'gps_qual': '1', 'ref_station_id': '*0A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5018737', 'antenna_altitude': '46.025', 'geo_sep': '', 'latitude': '4434.0481580', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M', 'northing': 103884.76643203944}
2{'age_gps_data': '0.75', 'easting': 2279610.141850255, 'latd': 44.56740808166667, 'lat_direction': 'N', 'timestamp': '231934.00', 'lond': 123.27505393, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032358', 'antenna_altitude': '50.993', 'geo_sep': '', 'latitude': '4434.0444849', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.02993251383}
3{'age_gps_data': '', 'easting': 2279610.228242073, 'latd': 44.56740998666667, 'lat_direction': 'N', 'timestamp': '231934.00', 'lond': 123.27505293333333, 'gps_qual': '1', 'ref_station_id': '*00\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031760', 'antenna_altitude': '45.438', 'geo_sep': '', 'latitude': '4434.0445992', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.23876803927}
1{'age_gps_data': '', 'easting': 2279610.6358541255, 'latd': 44.567419996666665, 'lat_direction': 'N', 'timestamp': '231933.00', 'lond': 123.27504828, 'gps_qual': '1', 'ref_station_id': '*0F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5028968', 'antenna_altitude': '45.868', 'geo_sep': '', 'latitude': '4434.0451998', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.33770617284}
2{'age_gps_data': '0.49', 'easting': 2279610.138921689, 'latd': 44.56740793833333, 'lat_direction': 'N', 'timestamp': '231935.00', 'lond': 123.27505396, 'gps_qual': '2', 'ref_station_id': '0244*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032376', 'antenna_altitude': '51.007', 'geo_sep': '', 'latitude': '4434.0444763', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.0140968766}
3{'age_gps_data': '', 'easting': 2279610.2287561037, 'latd': 44.567409913333336, 'lat_direction': 'N', 'timestamp': '231935.00', 'lond': 123.27505292333333, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031754', 'antenna_altitude': '45.429', 'geo_sep': '', 'latitude': '4434.0445948', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.23059693538}
1{'age_gps_data': '', 'easting': 2279610.6427175016, 'latd': 44.567420408333334, 'lat_direction': 'N', 'timestamp': '231934.00', 'lond': 123.27504821333333, 'gps_qual': '1', 'ref_station_id': '*02\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5028928', 'antenna_altitude': '45.909', 'geo_sep': '', 'latitude': '4434.0452245', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103879.383240778}
2{'age_gps_data': '0.73', 'easting': 2279610.124451454, 'latd': 44.56740782166667, 'lat_direction': 'N', 'timestamp': '231936.00', 'lond': 123.27505413666667, 'gps_qual': '2', 'ref_station_id': '0244*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5032482', 'antenna_altitude': '51.036', 'geo_sep': '', 'latitude': '4434.0444693', 'num_sats': '04', 'horizontal_dil': '1.7', 'altitude_units': 'M', 'northing': 103878.00162272342}
3{'age_gps_data': '', 'easting': 2279610.2311643995, 'latd': 44.567409955, 'lat_direction': 'N', 'timestamp': '231936.00', 'lond': 123.275052895, 'gps_qual': '1', 'ref_station_id': '*01\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.5031737', 'antenna_altitude': '45.441', 'geo_sep': '', 'latitude': '4434.0445973', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M', 'northing': 103878.23514681682}
